id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
KANK4	897.225896749669	1314.11315951436	854.747753654619	0.650436948649458	-0.620518881571477	0.152711401992338	0.431191001912122
ASL	1265.82499958082	893.460458938506	1303.76656233338	1.45923252595011	0.545209792307139	0.152969988767893	0.431846833532339
FAM205A	3.67030275019652	6.00846844910214	3.43205863479856	0.571203571071663	-0.80792309599781	0.152972212122614	0.431846833532339
SYTL1	1747.43219848816	1206.45420134053	1802.55439296758	1.49409268164901	0.579269644250393	0.153062859832574	0.432062431406884
AC022364.1	150.70357758263	245.752404885277	141.018710598682	0.573824336183047	-0.801318940050085	0.153127577590313	0.432204801400452
TMPRSS13	1461.59110725214	1010.37581857711	1507.5670564138	1.49208544849863	0.577330157976045	0.153311803449924	0.432660950058297
AC093583.1	6.25571830954552	1.84946413479379	6.70468740039038	3.62520541721017	1.85806274574661	0.153317781727693	0.432660950058297
AC007608.3	17.4455876803421	6.49859848161897	18.5610157952706	2.85615673098895	1.51407514912065	0.153332396755459	0.432661848299344
PDE4B	3222.18583537718	3937.09628284344	3149.34103775438	0.799914660832188	-0.322082001089145	0.15338655925549	0.432708268841325
RDM1P3	9.19308060044537	13.5059888648827	8.75362286024572	0.648128985431512	-0.625647139610139	0.15338908533387	0.432708268841325
CCNI	27609.9265305602	31765.0296260244	27186.5481267843	0.855864088491545	-0.224546380535611	0.153401045960895	0.432708268841325
LINC02542	35.6360887247564	14.4826796812181	37.7914856786968	2.60942632927984	1.38373267159516	0.15340604092121	0.432708268841325
ZNF446	742.048345212374	479.70846961886	768.779098992416	1.60259646781561	0.680411202054838	0.153434197155057	0.432747354007782
AC138932.1	4.36571820982956	1.46128695049509	4.66166116051016	3.19010661043046	1.67360463833788	0.153470188544296	0.432808528181532
OR1L8	4.68942806591979	8.28770171020431	4.32278701830559	0.52159056508792	-0.939010321606673	0.153516911725742	0.432861095437352
NDRG3	3681.8080199569	2885.76138591975	3762.92007554409	1.3039609213375	0.382900633804114	0.153527014865021	0.432861095437352
BCAR1	3479.67018065522	2693.85045679274	3559.74017956997	1.32143199359631	0.402102179783912	0.153531738374402	0.432861095437352
SPTLC2	9174.08725782731	7617.45570328798	9332.6980474242	1.22517260499406	0.292985013576543	0.153578057852951	0.432951352100966
ST6GALNAC5	868.065778685336	569.486707008048	898.489074537035	1.57771737861537	0.657838794079238	0.153605088803445	0.432987220795328
SLC6A6	3589.01800790026	2861.6884688055	3663.12823145094	1.28005835414362	0.356209580002352	0.153724978853967	0.433284812802236
KRT8P32	6.6498700778279	2.33636795051382	7.08938832885269	3.03436294240107	1.60139365772928	0.153875371679718	0.433668315621468
RNU6-1262P	2.50620510714618	4.33717821124367	2.31964067002894	0.534827151906168	-0.902855385390969	0.15389854814968	0.43369324542823
IDS	6977.33470725608	8371.51517594873	6835.27664326847	0.816492176100467	-0.292489033417767	0.153918473534909	0.433709009738079
AC104462.1	4.19258334655195	1.3276471393262	4.48450200427648	3.3777815440874	1.75607602575531	0.153946547054457	0.433747728657389
RAB11A	12588.6761951473	10570.7219678549	12794.2928116343	1.21035184262164	0.275426491979018	0.154017829929184	0.433908172327955
SREBF2	9732.26919760421	8099.69400994924	9898.61815721197	1.22209779098482	0.289359732721339	0.154110109936232	0.434127734990243
POTEJ	16.4110796856104	2.79937067738419	17.7980256891538	6.35786672802644	2.66854277538899	0.154129093582083	0.434140800360627
AC138649.2	3.56919353736611	6.69306538566872	3.25089099556431	0.485710329757896	-1.04183192593973	0.154264071114237	0.434480556922303
AC092171.3	114.797800863709	53.0197176827088	121.092592026426	2.28391619795286	1.19150971593024	0.154331521042698	0.434630078291008
IL36G	4.86565580686113	1.61467478364255	5.19690995981307	3.21854903071524	1.68641044673513	0.154348169491562	0.434636517476797
AL353746.1	5.87285690731311	10.2338812421759	5.42849644758409	0.530443564775031	-0.914728827536609	0.154476420393183	0.434957192999526
SLMAP	4254.17217566399	5273.75583044645	4150.28312878354	0.786969147267518	-0.34562101818466	0.154567905606987	0.435136742373706
