id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
PC	2836.95128320108	6990.06911172065	2413.77516541685	0.345314921331684	-1.53401541935196	1.06965058330747e-08	3.4363944376469e-07
KLF2	2141.89389728553	5236.33727561117	1826.58992816849	0.348829693739562	-1.51940524173512	1.0727612380013e-08	3.44273312254862e-07
RSPO3	328.42675635668	1265.88246978252	232.906020903911	0.183987081315633	-2.4423236241278	1.1265250045027e-08	3.61144345458317e-07
TEAD1	4599.37078337313	9914.33502484284	4057.80995444069	0.409287152821932	-1.28881471237457	1.13667644396063e-08	3.64013113477043e-07
SOX11	949.842140273581	125.397094638249	1033.84781219134	8.24459143310957	3.04344800160313	1.15722514853395e-08	3.70201952115042e-07
AC084759.3	13.2571016828602	73.1860243758052	7.15072813524728	0.0977061972724299	-3.35540611795313	1.21484351064107e-08	3.88223961589554e-07
CENPU	1438.96948425998	300.35382981663	1554.98712984348	5.17718429224897	2.37216767473378	1.21778911665242e-08	3.88754768325445e-07
TTLL12	6262.05262852644	2553.81376867626	6639.89842759143	2.59999319802914	1.37850784895278	1.28072105208274e-08	4.08413711266385e-07
NIPSNAP3B	171.973335477826	800.300217652929	107.950848835999	0.134887941368541	-2.89016671402448	1.28599224326462e-08	4.09662981662286e-07
TPRN	2336.45645346234	623.555531685917	2510.99009111855	4.0268908918658	2.00966638316109	1.2927774556143e-08	4.11391421022665e-07
SNRPB	9952.94965484513	4381.21185158061	10520.674065818	2.4013159879549	1.26382525957002	1.30626951141681e-08	4.14963632141467e-07
RERGL	144.256314443797	659.541579823136	91.7520448424755	0.139114875618729	-2.84565139870302	1.30674533731229e-08	4.14963632141467e-07
CEACAM6	12017.664381547	678.702566268908	13173.0319966294	19.4091383344058	4.27866416614484	1.32717158766129e-08	4.21008320308108e-07
DACT2	56.1254618840401	272.025805063177	34.1265991435148	0.125453536055482	-2.99477495951045	1.38866625939866e-08	4.40054523645882e-07
TRIP13	1188.0161256928	216.071317594835	1287.05107908781	5.95660309482268	2.57448983146556	1.39147704928175e-08	4.40483995213531e-07
STAB2	73.603070327092	342.931089059129	46.1602695004733	0.134605088232506	-2.8931951483191	1.39353844211138e-08	4.40675589066004e-07
NCAPH	914.653178966222	144.201703049867	993.157251805309	6.88727824151883	2.78393396213946	1.4939448878807e-08	4.71933759310373e-07
C19orf33	1031.08167223666	161.716026095851	1119.66446575686	6.92364568180291	2.79153189654376	1.509408521042e-08	4.76321481462921e-07
AP000445.1	3.78097432233062	24.3561529689324	1.68449534391222	0.0691609773538904	-3.85389793308996	1.53580898328599e-08	4.83814150903612e-07
GTSE1	726.8343984629	96.1570481030619	791.096382764669	8.22712841513984	3.04038896234128	1.53634933423114e-08	4.83814150903612e-07
FKBP10	9754.18149416268	4252.94275347866	10314.7225020051	2.42531421180506	1.27817166789657	1.55240466696948e-08	4.88004599408484e-07
HADH	4925.37972120675	10757.7562912089	4331.0978885555	0.402602343027124	-1.31257252654322	1.55288117248908e-08	4.88004599408484e-07
CYP2T1P	2943.84664220159	458.504819552759	3197.08706236328	6.9728537760668	2.801749227967	1.57554112345734e-08	4.94612043767526e-07
ETS2	3723.04977375667	7819.58850917226	3305.6387033311	0.4227381913324	-1.24216363958771	1.57781886123367e-08	4.94813805155591e-07
SULF2	15516.9964402407	7620.3360190482	16321.6155814443	2.14184985289965	1.09885734840307	1.66010088992636e-08	5.20079018963163e-07
ADGRD1	292.533829539426	1182.44853283733	201.857218653345	0.170711209027408	-2.55037030496145	1.66723398614966e-08	5.21773548323134e-07
IRF7	2501.88763861808	698.057477028276	2685.68638366736	3.84737141574743	1.94387311057858	1.71561215771831e-08	5.3635920174617e-07
CLGN	1146.9403023003	199.567630432703	1243.47151232828	6.23082766294407	2.63942381427905	1.72428971527974e-08	5.38515785897943e-07
AC003986.2	17.8683044608333	96.618079267122	9.84420657705452	0.101887831467215	-3.29494633514216	1.74092870874438e-08	5.431518094096e-07
CDH20	25.8316027770606	139.336196635902	14.266211337882	0.102386972533497	-3.28789593284009	1.74960456765875e-08	5.45296426684414e-07
NEURL1	837.925851096651	160.914982590686	906.908924262723	5.63595079626361	2.49465901649206	1.79494617630188e-08	5.58748562838104e-07
FOLR2	755.415782060492	2278.49376877261	600.223886209753	0.263430119685201	-1.92450778712051	1.79645888260078e-08	5.58748562838104e-07
YAP1	6877.2529719317	13366.2961242739	6216.06101862722	0.465054863429107	-1.10452717107937	1.80109142689847e-08	5.59614269530067e-07
PKDCC	721.928808015377	2288.27375266213	562.328286153264	0.245743449838142	-2.02477513208333	1.82254470212494e-08	5.65699182773406e-07
ADGRA2	2441.72633962773	5719.82539208193	2107.70903311076	0.368491848724702	-1.44029538855078	1.8465740416664e-08	5.72570391628587e-07
TTC39A	7379.4005006516	2969.16067294608	7828.77570401564	2.63669655042538	1.39873154526876	1.87350878700966e-08	5.80327496635347e-07
PPP2R1B	2462.30166827827	5916.27844038215	2110.36354812702	0.356704568487264	-1.48719840167385	1.88304320780964e-08	5.82684423291852e-07
DKK3	3876.35949364376	7975.41604305433	3458.69187409156	0.433669147216925	-1.20533328655018	1.89899127268903e-08	5.87019130596404e-07
RNF186	19.6800778250681	97.4863581231624	11.7521159912677	0.120551390138304	-3.05227980741376	1.90104142173018e-08	5.87053230059394e-07
MAPKAPK2	14983.3236562998	7468.72542722018	15749.0131061519	2.10866141212713	1.07632746011001	1.9210514507917e-08	5.92627727373181e-07
GRAMD2B	1767.78788783511	4158.98847492539	1524.13985686919	0.36646888205107	-1.44823739479997	1.92606007282111e-08	5.93567779875615e-07
MYCBP2	5437.36503035762	11079.8039956856	4862.43662361095	0.438855834047637	-1.1881810085736	1.96473894662005e-08	6.04871767462487e-07
TUBA1C	5658.40373202486	2238.00605491637	6006.92035737496	2.68405009190176	1.42441159652464	1.98213160295944e-08	6.09606185979284e-07
ATP2B4	10487.1502976208	19935.1804641278	9524.45651149336	0.477771271177208	-1.06560798905517	2.02175256937255e-08	6.2116038585707e-07
SLC22A3	175.083176022843	798.575343995751	111.553315805586	0.139690408230509	-2.83969513264647	2.05156996586289e-08	6.29343768778757e-07
NAV2	3214.81921505608	6893.26402790604	2840.00923863404	0.411997745500073	-1.27929165205354	2.05254700388142e-08	6.29343768778757e-07
MAGED1	17336.6673935917	8561.01400866893	18230.8502903422	2.12951996946641	1.09052825875187	2.08157074392917e-08	6.37596917242192e-07
H2BC12	1932.18349128665	485.92767970959	2079.5476993193	4.27954155762874	2.09745625738347	2.09333326280902e-08	6.40551511955404e-07
CREB5	534.548048203431	1716.63307564106	414.101151809876	0.241228692191681	-2.05152658059792	2.10487460516291e-08	6.4343252703076e-07
MACROH2A1	14972.2021358274	7420.79212847468	15741.6424702105	2.12128869771294	1.08494097844292	2.12351270444009e-08	6.48474924061256e-07
AF001548.3	5.54043952805676	31.4891014394388	2.89643700687897	0.0919822057307515	-3.44250139585486	2.14481775487462e-08	6.54320763263817e-07
PLAAT4	7150.2158705049	2885.25247771965	7584.78833523415	2.62881269275566	1.39441135121447	2.15494556157292e-08	6.56748414198201e-07
PCYOX1	9165.48930663631	17592.7424705113	8306.80616189521	0.472172327641296	-1.08261460212325	2.22412391742674e-08	6.77149518240297e-07
TEK	938.466091413774	2757.80974409463	753.086620942234	0.273074175096682	-1.87263521147486	2.23134868896982e-08	6.78666385671294e-07
FLRT2	1061.47675835023	2854.62477177902	878.766455809695	0.307839567741873	-1.69974941644995	2.26411243700504e-08	6.87940107239795e-07
FSIP1	1038.15062066978	173.389543776041	1126.26423806292	6.49557184092749	2.6994565396462	2.33303992919393e-08	7.08172390944793e-07
WT1	304.228078537793	14.0165507779563	333.798775234692	23.8146160580144	4.57377538448102	2.34286991498369e-08	7.10443609590695e-07
DBNDD1	2555.46000248631	738.09676785194	2740.63768103788	3.71311432376797	1.8926297352826	2.41092061200145e-08	7.30347252062061e-07
CACNA2D1	939.563771426877	2852.89590225397	744.607476761898	0.261000577053516	-1.93787509839364	2.4933827315267e-08	7.54572416041925e-07
EZH2	1513.02753655964	328.996550408152	1633.67271368779	4.96562262327997	2.3119746239372	2.50432211240959e-08	7.57125875003511e-07
KNL1	842.494618839945	129.012044351594	915.193925347775	7.0938642197903	2.82657171661228	2.50938957846092e-08	7.57145132731433e-07
NACC1	5863.70125129071	2325.69371586124	6224.20156824611	2.67627741598003	1.42022766975916	2.51766388495815e-08	7.58885081180165e-07
TMOD1	222.328026501862	997.244604473783	143.368988349628	0.143765118112902	-2.79821441931956	2.53449155635753e-08	7.6319719373182e-07
HSPA12A	875.986345621979	2674.51860823134	692.727422560791	0.259010133797084	-1.94891955028522	2.55061614078162e-08	7.67289227320817e-07
SLC39A11	5700.91742790106	2231.68019179802	6054.41049163383	2.71293822201106	1.43985619549554	2.5703871646914e-08	7.71930459441555e-07
PIGR	5219.77570014866	18590.8521824993	3857.34861042312	0.207486379460016	-2.26891146170708	2.57114596410497e-08	7.71930459441555e-07
AL356489.2	28.8769550771933	152.533106981691	16.2771848651029	0.106712471719708	-3.22819929794997	2.58972712529986e-08	7.76738473666498e-07
SPC24	650.138880745407	79.924145015652	708.240111707952	8.86140366680498	3.14753524310792	2.64115754884973e-08	7.91379711889499e-07
RASD1	1639.09118979911	4143.32164464882	1383.92613894427	0.334013686997157	-1.58202087315108	2.6577585380969e-08	7.95566237768807e-07
RHOU	1779.14826832909	4242.05969624936	1528.19336178717	0.36024796236091	-1.47293782465423	2.6808629831198e-08	8.01689293064768e-07
MYCT1	688.602675481438	2120.25420663759	542.726550124679	0.255972396340797	-1.96593985423016	2.76045037761029e-08	8.2467433146713e-07
SYT1	2101.80477431077	295.410183132477	2285.86481831721	7.73793507751935	2.95194862439578	2.81010361238831e-08	8.38295921379822e-07
GPRASP1	518.516987386184	1648.51686167013	403.377234641291	0.244690997113991	-2.03096707339624	2.81158629415629e-08	8.38295921379822e-07
PGM5P4-AS1	3.16024804352916	18.8634021994193	1.56019716921393	0.0827102742506313	-3.59578963801099	2.8217933055179e-08	8.40511129969371e-07
IGHA1	47617.8089529846	93158.7833716586	42977.4752205137	0.46133572879601	-1.11611106660529	2.8542114774037e-08	8.49331385847278e-07
ANKRD29	405.614152085979	1401.6521598806	304.124255890494	0.216975555416261	-2.20439557786835	2.86834751227591e-08	8.52699418114007e-07
PPP4C	7211.98234885232	3024.44132107006	7638.66597025844	2.52564528762484	1.33665203511972	2.89272426990562e-08	8.59102203926926e-07
IFITM1	11440.5597627076	5453.55650864165	12050.5970645195	2.20967675780462	1.14383534064845	2.97168577098491e-08	8.81687514581531e-07
NAXE	7243.08817796674	3057.65495100502	7669.55702796374	2.50831344636936	1.32671764290346	3.00170982752469e-08	8.89723256712828e-07
UGCG	9217.48045827417	4161.99139536174	9732.6024277143	2.3384484741032	1.2255516404418	3.06029031644159e-08	9.06199274427318e-07
HOXC11	520.212323901714	47.6385538108597	568.364565579141	11.9307686760545	3.5766150909303	3.09455389622767e-08	9.15449506955405e-07
GFRA1	21039.7162067043	9534.65826241804	22212.007953958	2.32960713878013	1.2200866816086	3.21913899475407e-08	9.51375033185961e-07
PKIB	2963.59045252118	890.958661832075	3174.77836266353	3.56332846704161	1.83322547699643	3.2248230587948e-08	9.52125075398118e-07
SLC17A7	78.6261727171625	380.541634336484	47.8629200904868	0.125775777922279	-2.99107398217793	3.23180412645649e-08	9.53256221042425e-07
NR4A3	551.421620479983	1767.3366081639	427.527667722289	0.241905059708151	-2.04748714971372	3.24836538255201e-08	9.57208194470998e-07
AL353693.1	6.21224365582134	33.3778618508125	3.44424108049763	0.103189386303179	-3.27663350702569	3.25897609580562e-08	9.59400715830404e-07
ARL4A	1314.34018824897	3261.02781701658	1115.98518189123	0.342218847710478	-1.54700887641118	3.29247331279684e-08	9.68319920944322e-07
FADS2	10925.0511476747	3822.18266800293	11648.7879720236	3.04767955481051	1.607711220092	3.30172384273442e-08	9.70097753909434e-07
PPP1R15A	3675.89192892884	7773.25026834148	3258.3973461032	0.419180810294227	-1.25435542173108	3.35680721500685e-08	9.8532547766976e-07
SORD	3524.33512001171	1137.47283071844	3767.54110620661	3.3122031616588	1.72779116659583	3.40717275972557e-08	9.99140205693556e-07
EPHB1	357.50651905329	1242.54039545926	267.327233179643	0.215145708064352	-2.21661403459666	3.48452736474332e-08	1.02022540954189e-06
ERBB3	22711.1555966531	11610.6145260545	23842.2296642614	2.05348559378652	1.03807482613574	3.48581790789515e-08	1.02022540954189e-06
AC002066.1	6.23720119186927	34.4044761977889	3.36713620028323	0.0978691313573792	-3.35300229480858	3.53132974340277e-08	1.03254716931979e-06
CCDC178	53.8662538820382	261.998514904534	32.6589089807379	0.124653030925148	-3.00401013265546	3.62551747612579e-08	1.05906404806945e-06
DIXDC1	2248.68901193335	5275.47606618355	1940.27878909271	0.367792169796794	-1.44303732942676	3.63063522290373e-08	1.0595362946069e-06
CDC14B	882.586455112245	2521.15741614666	715.626564583039	0.283848426123587	-1.81680735267563	3.69636943372606e-08	1.07768042555734e-06
GBE1	2182.17757101561	5414.49123722961	1852.82550223096	0.342197525317074	-1.54709876821519	3.74477570020242e-08	1.09074251217734e-06
STAT5B	5050.51449141979	10348.382419735	4510.69566734438	0.435884129943071	-1.19798341716294	3.75079268403984e-08	1.09144460574133e-06
TINCR	1041.14229192433	187.357658746276	1128.13747997584	6.02130431990287	2.59007603383422	3.78734768355482e-08	1.10102308306839e-06
RAPGEF3	1143.24807197057	3053.54153326438	948.601398276975	0.310656130903474	-1.68660956825382	3.8384459690601e-08	1.11480700922904e-06
TLX1	115.916521733314	2.13817166290958	127.509807177818	59.6349719667998	5.8980867189682	3.85017797079984e-08	1.11714224286017e-06
SCN3A	95.3911655241127	430.608013079998	61.234714871439	0.142205237736862	-2.81395349126734	3.85801232099151e-08	1.11834316925446e-06
RMI2	969.477652958798	166.222786790194	1051.3241812519	6.32478976891948	2.66101752654561	4.19857749071177e-08	1.21473757745134e-06
LUARIS	13.4977584091393	69.8796591679073	7.75280368800244	0.110945070143716	-3.17208253223958	4.21715778916865e-08	1.21894790996763e-06
ESYT1	10286.3438053428	19384.1631961921	9359.33425514808	0.482834062034035	-1.05040063877333	4.22277849875932e-08	1.21940787889268e-06
TESMIN	2112.87942067012	567.043347541131	2270.39021982573	4.00390945360847	2.00140934872259	4.23335063243126e-08	1.2212954260178e-06
TJP3	3351.20671901421	1082.04198609924	3582.42007773322	3.3107958136152	1.72717803828902	4.28060524122629e-08	1.23375196585935e-06
YBX3	8043.68265193401	15524.8504399343	7281.3995500007	0.469015761418923	-1.09229168912147	4.32583230093477e-08	1.24560097928819e-06
GLRA4	9.51787329493147	51.193621580191	5.27138135964353	0.102969494966991	-3.27971109707275	4.35374858590274e-08	1.25244765641801e-06
PTMS	19282.9697300084	9984.26323164064	20230.448390347	2.02623347571964	1.01880042036612	4.57288895323526e-08	1.3142387311658e-06
LAPTM4B	13083.6629912723	5634.75273791693	13842.6592569433	2.45665779862785	1.29669691077068	4.65792911418935e-08	1.33740900173351e-06
PEAR1	567.083515577951	1804.15754035822	441.033592403767	0.244454036046208	-2.03236486979993	4.68627184210375e-08	1.34427151428991e-06
CBX4	3256.51124877194	1064.59769350954	3479.85320706288	3.26870256086243	1.70871810347655	4.69366313723396e-08	1.34511673789878e-06
RGL1	1719.69050156002	4179.26355212853	1469.0757542974	0.351515461031213	-1.50833994879721	4.75578546622123e-08	1.36053253378192e-06
CMA1	58.169036821811	274.701488717515	36.1057662499313	0.131436369050989	-2.92756356359878	4.75644655434448e-08	1.36053253378192e-06
GDF15	1274.08449456839	260.086671457711	1377.40438096289	5.29594374537894	2.40488779761834	4.78231902274805e-08	1.36664136530146e-06
FBN2	748.008207468355	97.0724623674918	814.334392496666	8.38893309838791	3.06848734087498	4.80081880746049e-08	1.37063376952997e-06
SCN2B	93.004510863185	424.983086192818	59.1780194184163	0.139247940308774	-2.84427210684301	4.80635244307601e-08	1.37092030145909e-06
REPS2	4273.96826476226	1585.28445581773	4547.92793149872	2.86884029853984	1.52046765896841	4.82381540915601e-08	1.37460570364678e-06
PPP1R14B	4227.63808898382	1523.34838133975	4503.18789688623	2.95611164986815	1.56370075989989	4.95879935176318e-08	1.41174171949585e-06
MRGPRX2	3.15088464398189	18.192627291806	1.61822736787357	0.0889496245878913	-3.4908676731674	5.1219999941481e-08	1.45683351337316e-06
H2AX	2338.21668724949	668.855730474523	2508.31388122205	3.75015682297065	1.90695092707289	5.13718226653966e-08	1.45977978340178e-06
CSRNP3	255.878404618717	944.421486934607	185.720272696539	0.196649774773071	-2.34629956095314	5.1752904170002e-08	1.46922902335532e-06
LIMCH1	5347.55997491403	10835.9953715913	4788.32354585674	0.441890512283742	-1.17823913918991	5.26041676708492e-08	1.4911019405441e-06
FAT4	866.877754228947	2373.82956311617	713.329012656128	0.300497147621554	-1.734576798233	5.26219103360901e-08	1.4911019405441e-06
LSM4	5771.28554863074	2331.01029734852	6121.82757152965	2.6262550527954	1.3930070325807	5.28681342070262e-08	1.49667759168123e-06
GINS1	1111.28108197723	213.319034003876	1202.77766576532	5.6383982394345	2.49528537889574	5.31898107201314e-08	1.50297221458762e-06
ADGRB2	1994.23181735556	541.2022822688	2142.28622444736	3.95838357419075	1.98491141879527	5.33788015262536e-08	1.50690547629572e-06
S100A4	5424.26198190161	10655.7318831372	4891.20869169456	0.459021374161539	-1.12336676111995	5.38840726368855e-08	1.51975180821069e-06
LINC00645	4.76231829288824	26.5534300344694	2.54194351669467	0.0957293846179169	-3.38489435455661	5.67937257975825e-08	1.60032451006726e-06
PPP1R14A	304.191928304198	1106.83927713771	222.407302138114	0.200939112599312	-2.31516968432077	5.93792749636477e-08	1.66851903270647e-06
EGFEM1P	5.3661681422593	28.4951298047476	3.00947502426004	0.105613662576074	-3.24313161572364	5.98526738801036e-08	1.68026110355619e-06
FBXL16	1948.66751053964	515.097239660837	2094.73914319005	4.06668679601024	2.02385388304427	6.15079354672632e-08	1.7251294263631e-06
KRT17	12717.78815621	31559.155978768	10797.9734006202	0.342150259274511	-1.54729805427077	6.28092636677739e-08	1.75674375820503e-06
FMOD	9550.78417806929	19055.805623253	8582.28334551225	0.450376306055497	-1.15079716452826	6.36962701602466e-08	1.77990787059976e-06
ADAM12	6149.42031304675	2642.71380307477	6506.73125590232	2.46213995943556	1.29991277361949	6.4081779538792e-08	1.78902850016832e-06
PTN	2607.60676809147	9690.39217339216	1885.91628044586	0.194617126603421	-2.36128941982179	6.79211804222758e-08	1.89446883236805e-06
HS6ST3	721.602956933006	108.678423131757	784.056042883899	7.21445913816163	2.85089124115577	6.80090220481317e-08	1.89517222305949e-06
OSR1	597.479634415308	1805.18350259444	474.422342166217	0.262811144398545	-1.92790164103983	6.82674813919673e-08	1.90062446123745e-06
MBOAT2	5227.9478678776	2027.2529971558	5554.07818383032	2.73970648538815	1.45402134035474	6.99795960399713e-08	1.94650047330666e-06
NAALAD2	111.16469958834	518.02824817858	69.7079087942042	0.134563914302553	-2.89363651730632	7.01770027636281e-08	1.95019892987665e-06
HOXA5	265.020253191018	985.297299740468	191.628633479487	0.194488134220974	-2.36224595624533	7.10620365161555e-08	1.97298202852148e-06
PLAGL1	985.734734650152	2620.52495745786	819.16007714134	0.312593884980968	-1.6776385385393	7.20493031345216e-08	1.99855917576538e-06
CEACAM5	2907.26760786649	158.773235200334	3187.32158812914	20.0746781036961	4.32730494928377	7.28563233842613e-08	2.01909424411896e-06
PYCARD	2330.80212926698	676.986707926469	2499.31533270384	3.69182334518641	1.88433352126079	7.31600107351425e-08	2.02565544819544e-06
THRB	1836.33101481614	4376.27517074376	1577.52696646644	0.360472526273601	-1.47203878748575	7.79106117238186e-08	2.15521832047342e-06
SLC66A1L	104.857667120723	488.046621110631	65.8131659477208	0.134850162056142	-2.89057083955447	8.5431263850353e-08	2.3570323040247e-06
MAPK15	938.364243984158	157.254236861459	1017.95435291551	6.47330318872312	2.69450207665643	8.54397924037635e-08	2.3570323040247e-06
SLC1A1	2743.50848416552	615.796650132489	2960.30869809314	4.80728288706382	2.26522170211443	8.57997280138155e-08	2.36480616473779e-06
PKD2	1867.75995788496	4414.83845044003	1608.22896630812	0.364278100855043	-1.45688782705746	8.66670607898923e-08	2.38653799880301e-06
CHST9	248.504212579591	918.502252025714	180.235701797434	0.196227827857725	-2.34939844443372	8.68203844271338e-08	2.38835017038548e-06
ADAM8	1326.09351842881	294.374332934356	1431.21909819515	4.86190179669741	2.28152075333199	8.68907093676902e-08	2.38835017038548e-06
ITGA1	3935.88620083023	8239.88876385534	3497.33589458871	0.424439697527222	-1.23636849813681	8.998828979237e-08	2.47124828855399e-06
PYGL	4643.68897651922	9886.09704371875	4109.52115722838	0.415686912545473	-1.26643076790888	9.0076909795706e-08	2.47143927574565e-06
ACTG2	4729.21706159028	14076.8511334609	3776.75299475405	0.268295299776002	-1.89810631441956	9.10647733677768e-08	2.49628010546108e-06
SEPHS2	8518.82851373542	3890.00238869045	8990.476261373	2.31117499760703	1.20862650196106	9.28136921792125e-08	2.54191924562851e-06
APOB	139.479158277916	1000.42276720207	51.75451643082	0.0517326455649986	-4.27278121810722	9.38853914653618e-08	2.56894539052102e-06
SEZ6L2	4582.03605687011	1688.19219814575	4876.90021921082	2.88882997123635	1.53048529325081	9.40338293796785e-08	2.57068272675448e-06
OAS1	4242.511966191	1612.18361340304	4510.52558554631	2.7977741170718	1.48427948883032	9.75656654363359e-08	2.66242536798903e-06
DPP3	3835.59079554687	1427.30901207437	4080.97929106751	2.85921216537157	1.51561767788176	9.76638528799988e-08	2.66270376550217e-06
MAPK10	560.160687753117	1776.15943153027	436.258200785742	0.245618829617045	-2.02550693013273	9.85042194862908e-08	2.68319819470173e-06
BOP1	3818.5501224711	1380.88304456532	4066.93279136501	2.94516817146178	1.55835001545027	1.00921872356453e-07	2.74658149561452e-06
GIPC2	156.802938692912	660.726606260893	105.456343169754	0.159606624238337	-2.64740756514742	1.01876804522207e-07	2.77007882772286e-06
NOTCH4	1679.51963023618	4075.92328732169	1435.34143974865	0.352151239993485	-1.50573293213938	1.02167968099381e-07	2.77526262802373e-06
NATD1	1260.46876869591	3367.81869553834	1045.74330275074	0.31051056998292	-1.68728571532279	1.02250861786553e-07	2.77526262802373e-06
HS3ST4	58.4537191396963	256.017829112013	38.3232011713719	0.149689579449581	-2.73995430234662	1.02657078604413e-07	2.78379137079334e-06
SCUBE3	1296.88282818436	190.656356819014	1409.60022337307	7.39340794553823	2.8862395190141	1.04029051375029e-07	2.81847017167638e-06
INSYN2A	791.896138017807	67.2579241582969	865.732132757325	12.8718235597006	3.68614455047951	1.04357112290966e-07	2.82482941794409e-06
KCNK15	971.507759205085	186.557157039227	1051.48920018321	5.63628443352681	2.49474441868877	1.05983719073844e-07	2.86629605927768e-06
AC010969.1	13.1083781393496	69.6554206714393	7.346596528776	0.105470564357503	-3.24508767965998	1.06642039930317e-07	2.88152504858142e-06
SAMD4A	1143.07944701759	3039.8085322613	949.814896402138	0.312458790190833	-1.67826216785745	1.08509574439957e-07	2.92937132138842e-06
FILIP1L	2764.28184812098	6139.67726014125	2420.35066547149	0.39421464075716	-1.34294673718806	1.09007987559377e-07	2.94020385696028e-06
AOC4P	14.3387286782354	76.5554653126952	7.99924153694238	0.104489490126786	-3.25857025597343	1.09297315244151e-07	2.94538259237199e-06
PLA2R1	1358.00263750864	3286.55115126924	1161.49589084051	0.353408736812738	-1.50059038889538	1.1040005821416e-07	2.97245281293161e-06
PPP1CA	10199.1830213687	4918.26796532777	10737.2744562944	2.18314140912792	1.12640558137783	1.11380056712797e-07	2.99617302782166e-06
ERG	1080.61190110304	2866.19376800941	898.672540453433	0.313542144457863	-1.6732687203963	1.11820755508437e-07	3.00535659320767e-06
PSME2	8078.9060388489	3577.77353132658	8537.54262437643	2.38627250987875	1.2547588067386	1.13270232371918e-07	3.04161228240583e-06
ACTL8	307.490677412139	1.31384484617844	338.688136456281	257.783966989267	8.01001872708028	1.14770173674869e-07	3.07915759390299e-06
OASL	1178.53910546729	247.988789686965	1273.35622510947	5.13473301239471	2.36028926355263	1.16397898171134e-07	3.12006164070242e-06
FZD7	3460.04234956354	6954.62145696066	3103.96711138872	0.446317190748326	-1.16385871910708	1.16535744751822e-07	3.12099225081805e-06
EVPL	3157.71461528106	1046.80040246697	3372.8032591476	3.2220118097003	1.68796178199136	1.1802559157088e-07	3.15809768144079e-06
GPBAR1	64.0407215712987	307.233543931178	39.2609299331866	0.127788552743386	-2.9681694889626	1.1899230256114e-07	3.18115198975952e-06
GIMAP6	1459.57048444195	3665.07605001354	1234.84358731879	0.336921681970072	-1.56951482147614	1.19341581584353e-07	3.18767368357218e-06
PODXL2	2893.76894906636	937.829920894534	3093.06661379442	3.2981103981457	1.72163969113185	1.20144218376891e-07	3.20628261088171e-06
VKORC1L1	5353.7107946641	11004.6853363142	4777.91266733637	0.434170766479785	-1.2036655049879	1.23602677552943e-07	3.29567209760769e-06
FAM102A	11710.3917033141	5721.73247192482	12320.5977386135	2.15329846319584	1.10654830163685	1.24137968804487e-07	3.30703111789628e-06
KIRREL1	3445.90522342629	7146.13124623958	3068.87588115586	0.429445776380158	-1.2194521127342	1.28490531623425e-07	3.41997269878603e-06
CDT1	998.591511339319	193.309316982139	1080.64461139555	5.59023552649248	2.48290906763816	1.29904830201111e-07	3.45457809874888e-06
LINC02607	110.937112864145	478.655560046332	73.4689572901258	0.153490241047266	-2.70378116333284	1.31331117928249e-07	3.48944128346146e-06
PTGER3	2626.13157966232	6090.57973827832	2273.12649226501	0.373220052925139	-1.42190159133854	1.31780884109521e-07	3.49525407169715e-06
HOXC12	327.46244379583	20.9858786055783	358.69044367545	17.0919907818444	4.09524853893624	1.32172617148712e-07	3.50257435444087e-06
PPP1R16B	855.470351110069	2422.9077061894	695.758519618668	0.287158490536527	-1.8000808757584	1.32764402072604e-07	3.51517856511217e-06
MAD2L1	1419.96284638102	338.744420899906	1530.13208179975	4.5170694700589	2.17538710180704	1.3660063828856e-07	3.61043241618052e-06
ASCL1	331.827907423139	10.2990587852311	364.589638618886	35.4002871739805	5.14568915866448	1.38040088277486e-07	3.64529423345685e-06
AC004490.1	7.18583975978976	37.5493506527537	4.09199239197648	0.108976382303335	-3.19791259131457	1.40903202523618e-07	3.71765790581713e-06
LRTM2	104.637700019153	2.41105271989091	115.053940907176	47.7193799861752	5.57650339322894	1.41379035064378e-07	3.72696318654466e-06
DENND2A	381.147917541539	1301.93647414664	287.32545866293	0.22069084350007	-2.17990132168615	1.42286634969834e-07	3.74762439868764e-06
ALX4	237.931870937172	871.621411058174	173.362963783274	0.198897091769242	-2.32990591333997	1.43554185681683e-07	3.77443989685906e-06
SKA3	590.709350021198	75.9298332175795	643.162087080539	8.47047938637684	3.08244362112505	1.46893395273605e-07	3.85888439337248e-06
ALAS2	9.44883905131015	50.4908664115192	5.26691922109949	0.104314296731852	-3.26099119579623	1.48342363095608e-07	3.89356889363605e-06
BCAS4	1869.15058903096	493.564171234669	2009.31403827441	4.07102896721218	2.0253934869421	1.49153751841666e-07	3.91147312996909e-06
PLAU	5411.03619809028	2238.67568086006	5734.27942482339	2.56146054287791	1.35696666847302	1.5086266500734e-07	3.95286305724427e-06
CAPG	11076.9724403212	5368.37996181657	11658.6414665349	2.1717243469089	1.1188409960589	1.52919471485663e-07	3.999828838004e-06
H2AJ	8413.32337112791	3869.12531263318	8876.3480605868	2.29414850731363	1.19795878447937	1.54408033249091e-07	4.03527660640521e-06
SEMA3D	383.096555676009	1248.16518463054	294.951600696873	0.236308146012083	-2.08125873214914	1.54948470294755e-07	4.0446503153472e-06
AC012349.1	3.27707768218224	18.1946187113675	1.75707575585407	0.0965711776502519	-3.37226351899143	1.5503401400399e-07	4.0446503153472e-06
